,A,B,C,D,E,F,G,H,I,J
0,0.3001000333444477,1.5989911727616584,0.24823621635745716,-0.6857855361595975,1.2781954887218039,-1.2326656394452926,-0.39379768643860125,3.8877386703473604,0.6072874493926995,-0.8164340268633066
1,-0.5984042553191481,-0.5908052824942894,1.133845953342878,-0.9416195856873845,2.2828507795100164,-1.5600624024961036,-1.5567086730911674,1.9264836138175478,2.0623742454728378,1.1152416356877244
2,1.8060200668896413,-0.3096439095040584,2.4226804123711467,0.19011406844107187,1.2520413718018466,1.1621764395139929,0.7279116465863431,1.8683467303932204,-1.3799901429275385,0.02626050420168167
3,-1.3633377135348315,0.015029307148926765,2.5289380976346134,0.8538899430740025,-1.3978494623655808,0.05221932114883323,-0.47346125093447505,1.4928556195350882,0.5497251374312815,-0.35004813161809
4,-1.9983347210657716,-0.7313163694650269,-0.49085777395998464,-0.9720915647538485,4.1257724463831265,-1.8789144050104356,-1.2268402603905733,0.0,0.8946322067594419,0.18442083077192742
5,2.5573491928632035,-0.5045917852457362,0.8015784930324226,2.121595946801779,2.373887240356082,2.9787234042553123,2.154626108998718,0.6303845345660793,-0.1477832512315327,1.621669004207581
6,0.9444122276530532,1.5265239882340962,1.0765842916564836,0.21705426356589236,0.0,-1.3429752066115601,-1.1910669975186028,-4.364167884735861,2.121361618154907,1.1644958164409507
7,-1.0832991382847708,-0.6044257954942844,-0.15734688937304486,-0.1547029702970209,1.3128729752770727,-3.4554973821989536,-2.8126569563033588,-1.8122270742358042,-0.24154589371981022,3.7772851296043597
8,0.7881855139799243,0.09046135289979236,1.3941083767729492,0.3408738766656319,0.2524402558061235,1.6268980477223274,-0.3875968992248209,-2.1125194574160457,-0.3874092009685148,1.1913565031632594
9,-2.3542970036219946,1.802570797348867,0.5380200860832172,-2.4397776405188467,1.7626321974148014,-2.0277481323372415,-2.464332036316461,2.7941844616083524,1.993193971803598,1.4209158817797987
10,1.3404147698533038,1.1886559802712684,2.414080152217863,2.1525799303577187,6.1530847904981805,0.32679738562092747,-0.10638297872340198,-0.24309392265193247,0.14299332697807976,5.572011848530948
11,-3.6269861076449543,-0.7116396958471476,-0.49930329772411375,-3.2228075612023637,1.072261072261091,-3.0944625407166138,-2.981895633652834,-0.7975188303057144,1.6182770109471674,-0.3943277470235916
12,-1.5623651273198,-2.0029455081001393,-1.3887268059283437,-1.8892090938200445,0.8302583025830136,-0.33613445378152534,-0.08232711306257173,3.4836980794997814,-2.435597189695565,-0.18271792919678773
13,-0.2630655910207045,1.593026750826574,-0.7455621301775095,-0.26109660574413135,0.33546813052759816,1.1242270938729584,0.35704476792090795,-0.5394907207596029,-0.28804608737397375,-0.9457707268705736
14,0.1318797256901756,-2.5838264299802804,-0.3338500059616086,-0.621727748691092,-1.3677811550151848,2.501389660922751,-0.6294471811713106,3.0592319375135526,-1.9258545979778459,-1.6478016478016482
15,-0.2809728685573864,1.609637578457181,0.992941739442515,-0.8890352321369758,1.9722650231124823,-1.8438177874186543,-1.6524373450840026,2.3157894736842133,-0.8836524300441813,1.2369842636812012
16,1.5497050277362026,-1.5243598684866007,0.43828476664298094,1.0631229235880408,1.5563614385010378,1.0497237569060647,1.0361243349201832,1.4814814814814792,0.3467062902426958,1.7941381177016418
17,0.008670770831531359,0.5058680696074463,-0.08255690529544449,-0.8875739644970517,-0.6546644844517151,-0.0546746856205468,0.8037694013303747,2.9805352798053506,-0.7897334649555782,-2.7881182101344693
18,1.8900641581411415,-0.8002818602778353,0.9560906515580763,0.3316749585406349,-0.029953571963450686,1.5864332603938682,0.962331591971409,0.23626698168930388,0.8457711442785978,1.2191309784307724
19,0.04254594962559323,-3.2573950986858877,-2.2097509645738342,0.0,2.2921348314606758,-0.16155088852989305,0.5446623093681995,2.003535651149093,-2.31869758263443,4.578443483631855
20,1.2503189589181025,2.585619132532652,-3.2520325203252023,0.36363636363636176,1.9917984768599875,-0.6472491909384975,-0.4604550379198312,1.463508569227803,0.1515151515151393,-0.19195275009227827
21,1.3944892473118249,2.49488752556237,0.420168067226895,0.26350461133070435,-0.6318207926479003,0.27144408251898566,-0.5986394557823098,-8.502562156006826,-0.4034291477559168,-1.3166654338338644
22,0.9444904722452365,0.01995211492419217,-0.9229633275904503,-0.032851511169518934,1.6040462427745656,0.2707092582566362,-0.3011223651793031,0.9126737191454009,1.6708860759493585,3.1706768608050293
23,1.2803676953381502,0.8378216636744356,0.4844118743013297,0.6243838317449927,-0.5546863888493822,0.7559395248380161,-0.5491488193300462,-0.575539568345326,-1.7928286852589614,0.7555943039814157
24,-2.3095623987034104,0.2670623145400695,1.285537700865256,-2.6126714565643394,-0.9439359267734504,-3.4833869239013855,-2.0982882385422363,-2.708290262559428,1.673427991886419,-3.4612056533025752
25,-1.6922438822065466,0.5474992601361276,-1.9648523309738826,-1.877934272300465,-0.5630955818654354,-2.7207107162687505,-0.11280315848843528,0.06374840628984517,-1.147132169576062,2.7113833283537465
26,0.05062863893341327,0.7358351729212657,-0.0871405452508318,1.1278195488721745,-0.7840859590532979,-0.5136986301369855,1.8068887634105042,2.25100870673178,-1.7658930373360315,0.618136862773633
27,-3.1036518512271174,0.22887752617482293,1.0341390480936934,-2.467049678945591,0.33660178545295477,-2.8686173264486516,-2.4681087077093746,-3.364485981308406,0.46224961479198695,-0.4842440011564151
28,-1.4709722343110783,-2.3078418035176367,-0.3946232581082838,0.6237006237006227,1.0064177362893783,2.126402835203777,-0.08529997156667937,1.7623038899634649,-1.7382413087934554,-0.5011257171907892
29,-0.8038869257950501,-0.24369622519519607,1.1390367710783729,-2.5826446280991737,2.0072202166064987,-1.156737998843258,-0.11383039271485244,-0.1478352692713839,-0.10405827263267209,2.9708029197080243
30,-0.9261733012734937,-2.2883637451390983,1.4077610478638825,0.3181336161187694,3.9920724801811907,0.994733762434182,-0.6837606837606894,-0.25380710659899436,-1.041666666666663,4.047635925427099
31,0.8000000000000005,-2.239910199499982,-0.6156446161274808,1.6913319238900648,2.6408930029948436,1.5063731170335921,3.0407343660355775,2.629346904156069,-2.5263157894736867,-0.7902984057773516
32,-0.8560727661851201,0.10438413361169993,2.854366573545498,-0.10395010395010788,-2.0159151193634086,-3.4817351598173487,-2.255011135857467,3.5950413223140543,-0.21598272138228483,-0.5974454058508477
33,0.8094981111710663,1.1261730969760149,-0.4841757203590113,2.3239680887963985,-0.5008121277747569,3.5481963335304636,2.3639988607234357,3.6497806142800124,0.1082251082251059,-1.7132987910189912
34,-0.9725196288365484,0.36089915446483223,2.741189035243862,0.4406779661016915,0.013603591348103529,0.34266133637920454,-0.7512520868113413,3.2711179526650045,-1.0270270270270339,0.6818022070710612
35,0.5405892422740864,-0.6883797390321603,0.41580041580041516,0.26999662504219324,0.4488574537540782,-1.7074558907228272,-0.25231286795627533,1.9936649897521899,1.1469142545057394,1.975705110304373
36,1.389013352450934,-1.5156217670184187,-0.3335633770416288,1.279030629417701,0.24373730534868904,2.431962941517092,1.0118043844856646,-1.1874314943368625,0.37796976241900804,-0.7393715341959226
37,1.0164398090860929,-0.02626188350227583,-1.5810732833237213,0.33233632436025734,-0.1350803728218213,1.300169587337481,0.8625486922648923,1.682381216491027,1.3448090371167294,-0.5034829988275179
38,3.21112958264064,0.9929599663759516,-1.1257035647279643,0.9937065253395069,1.4878939537400164,3.348214285714274,2.5379310344827632,-0.1272727272727278,0.47770700636942603,2.100374324136976
39,-1.1953204476093562,-0.8323362638505928,0.28462998102467874,-0.9183338799606349,-0.09329601492737223,-0.05399568034556161,-0.8071025020177677,3.513562716184234,-0.686740623349176,0.5499355013918137
40,0.1287001287001336,0.1311441011383308,-0.4612109744560082,1.9860973187686124,1.7742796157951073,0.2701242571582775,1.084892866829416,4.185719310587412,-2.5531914893617045,1.9851451721809572
41,-1.3281919451585236,-3.16429170159262,0.9029345372460557,-3.3755274261603354,3.119674924629696,-2.10129310344826,-3.461228870405168,-5.992572586090486,1.091703056768555,2.2709216101694962
42,-0.6339557099435553,2.4453581475871076,-0.12951842693984886,0.3694994961370488,1.4109571628320825,0.49532195927352696,0.8337965536409235,-0.1436523612856856,0.5939524838012928,1.6767009775360935
43,0.25345219367242794,-0.3485424588086317,0.8370667295449281,1.539491298527446,0.025068939583850612,0.49288061336254024,-0.6339581036383792,0.2337709045135813,0.8051529790660341,-0.5475614414873383
44,-1.891726963647448,-0.5882352941176392,-1.3796328773529836,-3.658536585365852,-5.187969924812031,-3.9237057220708573,-2.0804438280166435,1.2378902045209863,0.10649627263045566,-3.5723431498079288
45,-1.0840590012440137,0.7889546351084757,1.3752222880853715,0.7526513855627741,0.23790642347344282,-1.077708451503107,0.36827195467422824,2.817650186071245,0.6914893617021223,-1.500464745717694
46,1.0061085159899432,-0.1110699740836619,-0.26897438896036013,-0.03395585738539223,-0.03955696202531795,1.0321100917431176,-0.028224668360141154,1.1030679076180514,0.3697834125726375,-0.943650579671074
47,1.7609391675560335,3.298739807264635,1.172607879924953,3.906249999999995,1.3850415512465335,2.099886492622006,2.766798418972323,3.886805318786228,1.3157894736842104,-0.25857376156777045
48,0.7516168502010133,-1.5941360397765205,0.08113120074176308,0.8826413860738789,0.5594587561800766,1.2784880489160668,1.7857142857142818,2.346570397111913,-1.506493506493502,0.6344658207122242
49,0.4250520471894473,0.19272840920929502,0.266357845975685,-2.2034996759559293,0.5951610816405664,-0.16465422612512395,-0.08097165991901224,2.597402597402605,-0.421940928270052,-0.6575825367771669
50,-0.1727563272004862,-0.01039771250323983,-2.2638022638022566,1.524188204108684,2.3408360128617276,2.1440351841671084,1.0804970286331672,1.5158618534145831,-1.9597457627118509,2.968472771939399
51,0.5018603443800402,-1.398637758020083,-1.6662727487591713,-0.13054830287205987,-2.6643207238909015,-0.37674919268028384,2.030999465526451,3.9562807881773514,-0.27012425715829663,-4.950626284047982
52,-0.5596211795092602,0.7593334739506572,1.009494051195774,0.09803921568626661,-0.361523563589414,1.3506212857914641,-0.5500261917234176,2.3545091070635324,-0.3791982665222117,0.2719286013108456
53,-2.1558441558441515,0.8321122043123168,0.6781677572873378,-1.0120796604635935,-0.5831281586108629,-2.7718550106609974,-4.082170134316558,-7.465277777777783,0.0,0.9804603296015553
54,1.468896557826738,0.21798930814346598,0.4254313401087207,4.023746701846962,2.281021897810219,4.769736842105269,2.7182866556836762,0.672295184490306,1.4681892332789537,2.9059358215121875
55,-0.5057992500218003,-0.27448340152260664,2.1887502941868666,-0.4121750158528821,1.0704727921498707,1.8315018315018388,-1.4434643143544486,1.801521975462023,-1.2325830653804952,0.7829229122055781
56,4.233499868524848,1.973410884918992,1.3012436665131224,4.520853231454945,-0.06304375236413713,5.241521068859196,4.990507187415252,0.030511060259337943,0.8681497558328819,-1.4673660447513497
57,2.26202489068281,1.7416989203503703,-1.7505967943617053,-0.33505939689308384,-0.07570022710068416,2.050781249999991,0.6716610694910824,-0.9913070001524958,1.7213555675094152,-2.028301886792466
58,0.4851574706027493,0.04504955450996267,-1.353696633113504,0.5501222493887522,-0.6691919191919207,1.1961722488038278,0.8724659994867936,3.7430683918669017,-0.42305658381809547,0.30951234610359524
59,0.7283142389525373,-0.855556111472461,-0.023457658925651218,3.40425531914895,1.245709927545448,2.411347517730504,2.874586619180858,3.9495174461767055,1.5932023366967645,4.011245200219415
60,-1.177999837517266,-0.6661283811061733,-0.6921633036133145,1.5579071134626512,-0.82862523540491,-0.7848568790397125,0.3461918892185969,2.313955149264377,-0.5227391531625608,-2.5117014964730715
61,-1.1920420914172993,0.9093680146311685,-0.07088009450679536,-1.2445730824891454,-0.21521711609064656,-2.6058631921824045,-2.0206998521439137,1.493787519195878,2.049395691014191,-1.2307276169867414
